id,feedback,relevance,concreteness,constructive
4102,Pass,0,0,0
4103,Pass,0,0,0
4104,,0,0,0
4105,,0,0,0
4106,,0,0,0
4107,,0,0,0
4108,,0,0,0
4109,,0,0,0
4110,,0,0,0
4111,,0,0,0
4112,,0,0,0
4113,,0,0,0
4114,,0,0,0
4115,Gym.java 縮排和其他不一致，但整體不會造成閱讀困難 ,1,1,0
4116,,0,0,0
4117,,0,0,0
4118,,0,0,0
4119,,0,0,0
4120,,0,0,0
4121,在Statement後面新增的註解，請加一格空白鍵，符合Coding Sytle,1,1,0
4122,不用輸入Gym name,1,1,0
4123,,0,0,0
4124,,0,0,0
4125,,0,0,0
4126,,0,0,0
4127,,0,0,0
4128,,0,0,0
4129,,0,0,0
4130,註解過少，不易理解,1,0,0
4131,,0,0,0
4132,,0,0,0
4133,,0,0,0
4134,,0,0,0
4135,,0,0,0
4136,,0,0,0
4137,,0,0,0
4138,,0,0,0
4139,,0,0,0
4140,,0,0,0
4141,,0,0,0
4142,,0,0,0
4143,,0,0,0
4144,,0,0,0
4145,,0,0,0
4146,,0,0,0
4147,,0,0,0
4148,,0,0,0
4149,,0,0,0
4150,,0,0,0
4151,,0,0,0
4152,,0,0,0
4153,,0,0,0
4154,,0,0,0
4155,,0,0,0
4156,,0,0,0
4157,,0,0,0
4158,符合題目要求,1,0,0
4159,可編譯成功,0,0,0
4160,排版整齊,1,0,0
4161,括號一致 ,0,0,0
4162,符合,1,0,0
4163,符合,1,0,0
4164,符合,1,0,0
4165,符合,1,0,0
4166,有註解說明,1,0,0
4167,題目沒有要求輸入道館名字,1,1,0
4168,可編譯成功,0,0,0
4169,排版整齊,1,0,0
4170,括號一致,0,0,0
4171,符合,1,0,0
4172,符合,1,0,0
4173,符合,1,0,0
4174,符合,1,0,0
4175,無註解說明,1,0,0
4176,符合題目要求,1,0,0
4177,可編譯成功,0,0,0
4178,排版整齊,1,0,0
4179,括號一致,0,0,0
4180,符合,1,0,0
4181,符合,1,0,0
4182,符合,1,0,0
4183,符合,1,0,0
4184,沒有詳細註解說明,1,0,0
4185,最後總共創建的寶可夢數量錯誤，在創建副本時也加入計算,1,1,1
4186,,0,0,0
4187,,0,0,0
4188,,0,0,0
4189,,0,0,0
4190,,0,0,0
4191,,0,0,0
4192,,0,0,0
4193,,0,0,0
4194,沒有檔案上傳,1,0,0
4195,沒有檔案上傳,1,0,0
4196,沒有檔案上傳,1,0,0
4197,沒有檔案上傳,1,0,0
4198,沒有檔案上傳,1,0,0
4199,沒有檔案上傳,1,0,0
4200,沒有檔案上傳,1,0,0
4201,沒有檔案上傳,1,0,0
4202,沒有檔案上傳,1,0,0
4203,good,0,0,0
4204,well,0,0,0
4205,well,0,0,0
4206,good,0,0,0
4207,well,0,0,0
4208,well,0,0,0
4209,well,0,0,0
4210,good,0,0,0
4211,明確解釋,0,0,0
4212,輸入行多了gym的輸入，最後印出count與前一行中間可以不用空行,1,1,0
4213,well,0,0,0
4214,good,0,0,0
4215,well,0,0,0
4216,well,0,0,0
4217,good,0,0,0
4218,well,0,0,0
4219,well,0,0,0
4220,詳細描寫,1,0,0
4221,沒有寫作業,0,0,0
4222,沒有寫作業,0,0,0
4223,沒有寫作業,0,0,0
4224,沒有寫作業,0,0,0
4225,沒有寫作業,0,0,0
4226,沒有寫作業,0,0,0
4227,沒有寫作業,0,0,0
4228,沒有寫作業,0,0,0
4229,沒有寫作業,0,0,0
4230,,0,0,0
4231,,0,0,0
4232,,0,0,0
4233,,0,0,0
4234,,0,0,0
4235,,0,0,0
4236,,0,0,0
4237,,0,0,0
4238,,0,0,0
4239,,0,0,0
4240,,0,0,0
4241,,0,0,0
4242,,0,0,0
4243,,0,0,0
4244,,0,0,0
4245,,0,0,0
4246,,0,0,0
4247,,0,0,0
4248,,0,0,0
4249,,0,0,0
4250,,0,0,0
4251,,0,0,0
4252,,0,0,0
4253,,0,0,0
4254,,0,0,0
4255,,0,0,0
4256,,0,0,0
4257,well,0,0,0
4258,well,0,0,0
4259,good,0,0,0
4260,well,0,0,0
4261,well,0,0,0
4262,good,0,0,0
4263,good,0,0,0
4264,well,0,0,0
4265,明確顯示,0,0,0
4266,,0,0,0
4267,,0,0,0
4268,,0,0,0
4269,,0,0,0
4270,,0,0,0
4271,,0,0,0
4272,,0,0,0
4273,,0,0,0
4274,,0,0,0
4275,,0,0,0
4276,,0,0,0
4277,,0,0,0
4278,,0,0,0
4279,,0,0,0
4280,,0,0,0
4281,,0,0,0
4282,no statement,0,0,0
4283,no comment,0,0,0
4284,沒用到副本，但輸出正確。不用輸入gym,1,1,0
4285,,0,0,0
4286,,0,0,0
4287,,0,0,0
4288,,0,0,0
4289,,0,0,0
4290,,0,0,0
4291,,0,0,0
4292,,0,0,0
4293,,0,0,0
4294,,0,0,0
4295,,0,0,0
4296,,0,0,0
4297,,0,0,0
4298,,0,0,0
4299,,0,0,0
4300,,0,0,0
4301,,0,0,0
4302,,0,0,0
4303,,0,0,0
4304,,0,0,0
4305,,0,0,0
4306,,0,0,0
4307,,0,0,0
4308,,0,0,0
4309,,0,0,0
4310,,0,0,0
4311,,0,0,0
4312,,0,0,0
4313,,0,0,0
4314,,0,0,0
4315,,0,0,0
4316,,0,0,0
4317,,0,0,0
4318,,0,0,0
4319,,0,0,0
4320,,0,0,0
4321,,0,0,0
4322,,0,0,0
4323,,0,0,0
4324,,0,0,0
4325,,0,0,0
4326,,0,0,0
4327,,0,0,0
4328,,0,0,0
4329,pass,0,0,0
4330,pass,0,0,0
4331,pass,0,0,0
4332,pass,0,0,0
4333,pass,0,0,0
4334,pass,0,0,0
4335,pass,0,0,0
4336,pass,0,0,0
4337,pass,0,0,0
4338,,0,0,0
4339,,0,0,0
4340,,0,0,0
4341,,0,0,0
4342,,0,0,0
4343,,0,0,0
4344,,0,0,0
4345,,0,0,0
4346,,0,0,0
4347,,0,0,0
4348,,0,0,0
4349,,0,0,0
4350,,0,0,0
4351,,0,0,0
4352,,0,0,0
4353,,0,0,0
4354,,0,0,0
4355,,0,0,0
4356,,0,0,0
4357,,0,0,0
4358,,0,0,0
4359,,0,0,0
4360,,0,0,0
4361,,0,0,0
4362,,0,0,0
4363,,0,0,0
4364,,0,0,0
4365,,0,0,0
4366,,0,0,0
4367,,0,0,0
4368,,0,0,0
4369,,0,0,0
4370,,0,0,0
4371,,0,0,0
4372,,0,0,0
4373,,0,0,0
4374,計算 Pokemon 數量的程式碼有誤：應該只計算 Pokemon(String name) 產生的數量，不計算複製建構子 Pokemon(Pokemon other),1,1,0
4375,編譯成功,0,0,0
4376,排版整齊,1,0,0
4377,括號一致,0,0,0
4378,變數命名符合標準 ,1,0,0
4379,類別命名符合標準 ,1,0,0
4380,方法命名符合標準 ,1,0,0
4381,是,0,0,0
4382,註解清晰,1,0,0
4383,,0,0,0
4384,,0,0,0
4385,,0,0,0
4386,,0,0,0
4387,,0,0,0
4388,,0,0,0
4389,,0,0,0
4390,,0,0,0
4391,,0,0,0
4392,,0,0,0
4393,,0,0,0
4394,,0,0,0
4395,,0,0,0
4396,,0,0,0
4397,,0,0,0
4398,,0,0,0
4399,,0,0,0
4400,,0,0,0
4401,pass,0,0,0
4402,pass,0,0,0
4403,pass,0,0,0
4404,pass,0,0,0
4405,pass,0,0,0
4406,pass,0,0,0
4407,pass,0,0,0
4408,pass,0,0,0
4409,pass,0,0,0
4410,"
不做作業",0,0,0
4411,"
不做作業",0,0,0
4412,"
不做作業",0,0,0
4413,"
不做作業",0,0,0
4414,"
不做作業",0,0,0
4415,"
不做作業",0,0,0
4416,"
不做作業",0,0,0
4417,"
不做作業",0,0,0
4418,"
不做作業",0,0,0
4419,,0,0,0
4420,,0,0,0
4421,,0,0,0
4422,,0,0,0
4423,,0,0,0
4424,,0,0,0
4425,,0,0,0
4426,,0,0,0
4427,,0,0,0
4428,全部沒寫,0,0,0
4429,全部沒寫,0,0,0
4430,全部沒寫,0,0,0
4431,全部沒寫,0,0,0
4432,全部沒寫,0,0,0
4433,全部沒寫,0,0,0
4434,全部沒寫,0,0,0
4435,全部沒寫,0,0,0
4436,全部沒寫,0,0,0
4437,,0,0,0
4438,,0,0,0
4439,,0,0,0
4440,,0,0,0
4441,,0,0,0
4442,,0,0,0
4443,,0,0,0
4444,,0,0,0
4445,,0,0,0
4446,Main.java 第 31 行，檢查對戰結果的程式碼有誤：gym.fight 的回傳值改成 Pokemon 了，不該跟Pokemon.getName 比較，永遠都會是 false,1,1,0
4447,編譯成功,0,0,0
4448,排版整齊,1,0,0
4449,括號一致,0,0,0
4450,變數命名符合標準,1,0,0
4451,類別命名符合標準,1,0,0
4452,方法命名符合標準,1,0,0
4453,是,0,0,0
4454,註解清晰,1,0,0
4455,,0,0,0
4456,,0,0,0
4457,,0,0,0
4458,,0,0,0
4459,,0,0,0
4460,,0,0,0
4461,,0,0,0
4462,,0,0,0
4463,,0,0,0
4464,計算結果正確,1,1,0
4465,編譯成功,0,0,0
4466,排版整齊,1,0,0
4467,括號一致,0,0,0
4468,變數命名符合標準,1,0,0
4469,類別命名符合標準,1,0,0
4470,方法命名符合標準,1,0,0
4471,是,0,0,0
4472,註解清晰,1,0,0
4473,,0,0,0
4474,,0,0,0
4475,,0,0,0
4476,,0,0,0
4477,,0,0,0
4478,,0,0,0
4479,,0,0,0
4480,,0,0,0
4481,,0,0,0
4482,pass,0,0,0
4483,pass,0,0,0
4484,pass,0,0,0
4485,pass,0,0,0
4486,pass,0,0,0
4487,pass,0,0,0
4488,pass,0,0,0
4489,pass,0,0,0
4490,pass,0,0,0
4491,Should be no candy in output,1,1,0
4492,,0,0,0
4493,,0,0,0
4494,,0,0,0
4495,,0,0,0
4496,,0,0,0
4497,,0,0,0
4498,,0,0,0
4499,,0,0,0
4500,no need output after each input,1,1,0
4501,pass,0,0,0
4502,pass,0,0,0
4503,pass,0,0,0
4504,pass,0,0,0
4505,pass,0,0,0
4506,pass,0,0,0
4507,pass,0,0,0
4508,pass,0,0,0
4509,pass,0,0,0
4510,pass,0,0,0
4511,pass,0,0,0
4512,pass,0,0,0
4513,pass,0,0,0
4514,pass,0,0,0
4515,pass,0,0,0
4516,pass,0,0,0
4517,pass,0,0,0
4518,什麽都沒有寫,1,0,0
4519,什麽都沒有寫,1,0,0
4520,什麽都沒有寫,1,0,0
4521,什麽都沒有寫,1,0,0
4522,什麽都沒有寫,1,0,0
4523,什麽都沒有寫,1,0,0
4524,什麽都沒有寫,1,0,0
4525,什麽都沒有寫,1,0,0
4526,什麽都沒有寫,1,0,0
4527,不用每次都印出資訊,1,1,0
4528,是,0,0,0
4529,是,0,0,0
4530,是,0,0,0
4531,是,0,0,0
4532,是,0,0,0
4533,是,0,0,0
4534,是,0,0,0
4535,是,0,0,0
4536,是,0,0,0
4537,是,0,0,0
4538,是,0,0,0
4539,是,0,0,0
4540,是,0,0,0
4541,是,0,0,0
4542,是,0,0,0
4543,是,0,0,0
4544,是,0,0,0
4545,什麽都沒有寫,1,0,0
4546,什麽都沒有寫,1,0,0
4547,什麽都沒有寫,1,0,0
4548,什麽都沒有寫,1,0,0
4549,什麽都沒有寫,1,0,0
4550,什麽都沒有寫,1,0,0
4551,什麽都沒有寫,1,0,0
4552,什麽都沒有寫,1,0,0
4553,什麽都沒有寫,1,0,0
4554,是,0,0,0
4555,是,0,0,0
4556,是,0,0,0
4557,是,0,0,0
4558,是,0,0,0
4559,是,0,0,0
4560,是,0,0,0
4561,是,0,0,0
4562,是,0,0,0
4563,,0,0,0
4564,,0,0,0
4565,,0,0,0
4566,,0,0,0
4567,,0,0,0
4568,,0,0,0
4569,,0,0,0
4570,,0,0,0
4571,,0,0,0
4572,,0,0,0
4573,,0,0,0
4574,,0,0,0
4575,,0,0,0
4576,,0,0,0
4577,,0,0,0
4578,,0,0,0
4579,,0,0,0
4580,,0,0,0
4581,Pass,0,0,0
4582,Pass,0,0,0
4583,Pass,0,0,0
4584,Pass,0,0,0
4585,Pass,0,0,0
4586,Pass,0,0,0
4587,Pass,0,0,0
4588,Pass,0,0,0
4589,Pass,0,0,0
4590,PokemonCount 計算錯誤,1,1,0
4591,是,0,0,0
4592,是,0,0,0
4593,是,0,0,0
4594,是,0,0,0
4595,是,0,0,0
4596,是,0,0,0
4597,是,0,0,0
4598,沒有註解,1,0,0
4599,沒寫,0,0,0
4600,沒寫,0,0,0
4601,沒寫,0,0,0
4602,沒寫,0,0,0
4603,沒寫,0,0,0
4604,沒寫,0,0,0
4605,沒寫,0,0,0
4606,沒寫,0,0,0
4607,沒寫,0,0,0
4608,是,0,0,0
4609,是,0,0,0
4610,是,0,0,0
4611,是,0,0,0
4612,是,0,0,0
4613,是,0,0,0
4614,是,0,0,0
4615,是,0,0,0
4616,是,0,0,0
4617,是,0,0,0
4618,是,0,0,0
4619,是,0,0,0
4620,是,0,0,0
4621,是,0,0,0
4622,是,0,0,0
4623,是,0,0,0
4624,是,0,0,0
4625,是,0,0,0
4626,No,0,0,0
4627,No,0,0,0
4628,No,0,0,0
4629,No,0,0,0
4630,No,0,0,0
4631,No,0,0,0
4632,No,0,0,0
4633,No,0,0,0
4634,No,0,0,0
4635,沒寫,0,0,0
4636,無,0,0,0
4637,無,0,0,0
4638,無,0,0,0
4639,無,0,0,0
4640,無,0,0,0
4641,無,0,0,0
4642,無,0,0,0
4643,無,0,0,0
4644,,0,0,0
4645,,0,0,0
4646,,0,0,0
4647,,0,0,0
4648,,0,0,0
4649,,0,0,0
4650,,0,0,0
4651,,0,0,0
4652,,0,0,0
4653,,0,0,0
4654,,0,0,0
4655,,0,0,0
4656,,0,0,0
4657,,0,0,0
4658,,0,0,0
4659,,0,0,0
4660,,0,0,0
4661,,0,0,0
4662,多了Enter the Gym name:,1,0,0
4663,,0,0,0
4664,,0,0,0
4665,,0,0,0
4666,,0,0,0
4667,,0,0,0
4668,,0,0,0
4669,,0,0,0
4670,,0,0,0
4671,No,0,0,0
4672,No,0,0,0
4673,No,0,0,0
4674,No,0,0,0
4675,No,0,0,0
4676,No,0,0,0
4677,No,0,0,0
4678,No,0,0,0
4679,No,0,0,0
4680,No,0,0,0
4681,No,0,0,0
4682,No,0,0,0
4683,No,0,0,0
4684,No,0,0,0
4685,No,0,0,0
4686,No,0,0,0
4687,No,0,0,0
4688,No,0,0,0
4689,Checkstyle 檢查程式碼風格沒有符合Java Style Guide規範,1,1,0
4690,Pass,0,0,0
4691,Pass,0,0,0
4692,Pass,0,0,0
4693,Pass,0,0,0
4694,Pass,0,0,0
4695,Pass,0,0,0
4696,Pass,0,0,0
4697,Pass,0,0,0
4698,No,0,0,0
4699,No,0,0,0
4700,No,0,0,0
4701,No,0,0,0
4702,No,0,0,0
4703,No,0,0,0
4704,No,0,0,0
4705,No,0,0,0
4706,No,0,0,0
4707,No,0,0,0
4708,No,0,0,0
4709,No,0,0,0
4710,No,0,0,0
4711,No,0,0,0
4712,No,0,0,0
4713,No,0,0,0
4714,No,0,0,0
4715,No,0,0,0
4716,No,0,0,0
4717,No,0,0,0
4718,No,0,0,0
4719,No,0,0,0
4720,No,0,0,0
4721,No,0,0,0
4722,No,0,0,0
4723,No,0,0,0
4724,No,0,0,0
4725,No,0,0,0
4726,No,0,0,0
4727,No,0,0,0
4728,No,0,0,0
4729,No,0,0,0
4730,No,0,0,0
4731,No,0,0,0
4732,No,0,0,0
4733,No,0,0,0
4734,pass,0,0,0
4735,pass,0,0,0
4736,pass,0,0,0
4737,pass,0,0,0
4738,pass,0,0,0
4739,pass,0,0,0
4740,pass,0,0,0
4741,pass,0,0,0
4742,沒有註解,1,0,0
4743,符合題目要求,1,0,0
4744,是,0,0,0
4745,是,0,0,0
4746,是,0,0,0
4747,是,0,0,0
4748,是,0,0,0
4749,是,0,0,0
4750,是,0,0,0
4751,是,0,0,0
4752,,0,0,0
4753,,0,0,0
4754,,0,0,0
4755,,0,0,0
4756,,0,0,0
4757,,0,0,0
4758,,0,0,0
4759,,0,0,0
4760,無註解,1,0,0
4761,- 在每次對戰後，只需要根據獲勝的寶可夢更新上一隻獲勝的寶可夢，不需要輸- 當使用者輸入 `exit` 時，退出遊戲，才印出最後勝利的寶可夢名稱、屬性、等級與總共創建的寶可夢數量。-  Checkstyle 檢查程式碼風格沒有符合Java Style Guide規範,1,1,1
4762,Pass,0,0,0
4763,Pass,0,0,0
4764,Pass,0,0,0
4765,Pass,0,0,0
4766,Pass,0,0,0
4767,Pass,0,0,0
4768,Pass,0,0,0
4769,Pass,0,0,0
4770, Checkstyle 檢查程式碼風格沒有符合Java Style Guide規範,1,1,0
4771,Pass,0,0,0
4772,Pass,0,0,0
4773,Pass,0,0,0
4774,Pass,0,0,0
4775,Pass,0,0,0
4776,Pass,0,0,0
4777,Pass,0,0,0
4778,Pass,0,0,0
4779,是,0,0,0
4780,是,0,0,0
4781,是,0,0,0
4782,是,0,0,0
4783,是,0,0,0
4784,是,0,0,0
4785,是,0,0,0
4786,是,0,0,0
4787,是,0,0,0
4788,不需要輸出candy和gym,1,1,0
4789,pass,0,0,0
4790,pass,0,0,0
4791,pass,0,0,0
4792,pass,0,0,0
4793,pass,0,0,0
4794,pass,0,0,0
4795,pass,0,0,0
4796,pass,0,0,0
4797,無程式碼,0,0,0
4798,無程式碼,0,0,0
4799,無程式碼,0,0,0
4800,無程式碼,0,0,0
4801,無程式碼,0,0,0
4802,無程式碼,0,0,0
4803,無程式碼,0,0,0
4804,無程式碼,0,0,0
4805,無程式碼,0,0,0
4806,pass,0,0,0
4807,pass,0,0,0
4808,pass,0,0,0
4809,pass,0,0,0
4810,pass,0,0,0
4811,pass,0,0,0
4812,pass,0,0,0
4813,pass,0,0,0
4814,pass,0,0,0
4815,只需輸出獲勝者,1,1,0
4816,Pass,0,0,0
4817,Pass,0,0,0
4818,Pass,0,0,0
4819,Pass,0,0,0
4820,Pass,0,0,0
4821,Pass,0,0,0
4822,Pass,0,0,0
4823,Pass,0,0,0
4824,,0,0,0
4825,,0,0,0
4826,,0,0,0
4827,,0,0,0
4828,,0,0,0
4829,,0,0,0
4830,,0,0,0
4831,,0,0,0
4832,,0,0,0
4833,,0,0,0
4834,,0,0,0
4835,,0,0,0
4836,,0,0,0
4837,,0,0,0
4838,,0,0,0
4839,,0,0,0
4840,,0,0,0
4841,,0,0,0
4842,pass,0,0,0
4843,pass,0,0,0
4844,pass,0,0,0
4845,pass,0,0,0
4846,pass,0,0,0
4847,pass,0,0,0
4848,pass,0,0,0
4849,pass,0,0,0
4850,pass,0,0,0
4851,pass,0,0,0
4852,pass,0,0,0
4853,pass,0,0,0
4854,pass,0,0,0
4855,pass,0,0,0
4856,pass,0,0,0
4857,pass,0,0,0
4858,pass,0,0,0
4859,pass,0,0,0
4860,pass,0,0,0
4861,pass,0,0,0
4862,pass,0,0,0
4863,pass,0,0,0
4864,pass,0,0,0
4865,pass,0,0,0
4866,pass,0,0,0
4867,pass,0,0,0
4868,pass,0,0,0
4869,沒有寫,0,0,0
4870,PASS,0,0,0
4871,PASS,0,0,0
4872,PASS,0,0,0
4873,沒有變數,1,0,0
4874,沒有Class,0,0,0
4875,否,0,0,0
4876,PASS,0,0,0
4877,沒有註解,1,0,0
4878,PASS,0,0,0
4879,PASS,0,0,0
4880,PASS,0,0,0
4881,PASS,0,0,0
4882,PASS,0,0,0
4883,PASS,0,0,0
4884,PASS,0,0,0
4885,PASS,0,0,0
4886,PASS,0,0,0
4887,PASS,0,0,0
4888,PASS,0,0,0
4889,PASS,0,0,0
4890,PASS,0,0,0
4891,PASS,0,0,0
4892,PASS,0,0,0
4893,PASS,0,0,0
4894,PASS,0,0,0
4895,PASS,0,0,0
4896,"在Gym類別中，fight()方法要回傳勝者的副本""""",1,1,0
4897,,0,0,0
4898,,0,0,0
4899,,0,0,0
4900,,0,0,0
4901,,0,0,0
4902,,0,0,0
4903,,0,0,0
4904,,0,0,0
4905,"沒輸入，輸入1個Pokemon時沒問題，但是從輸入2個Pokemon開始，Pokemon Count顯示結果不對( [2個Pokemon輸出 count : 3], [3個Pokemon輸出 count: 5] [4個Pokemon輸出 count: 7] )",1,1,0
4906,,0,0,0
4907,,0,0,0
4908,,0,0,0
4909,,0,0,0
4910,,0,0,0
4911,,0,0,0
4912,,0,0,0
4913,,0,0,0
4914,跟題目要求符合，很棒~！,1,0,0
4915,,0,0,0
4916,,0,0,0
4917,,0,0,0
4918,,0,0,0
4919,,0,0,0
4920,,0,0,0
4921,,0,0,0
4922,,0,0,0
4923,Yes,0,0,0
4924,Yes,0,0,0
4925,Yes,0,0,0
4926,Yes,0,0,0
4927,Yes ,0,0,0
4928,Yes ,0,0,0
4929,Yes,0,0,0
4930,Yes,0,0,0
4931,Yes ,0,0,0
4932,empty,0,0,0
4933,empty,0,0,0
4934,empty,0,0,0
4935,empty,0,0,0
4936,empty,0,0,0
4937,empty,0,0,0
4938,empty,0,0,0
4939,empty,0,0,0
4940,empty,0,0,0
4941,:D,0,0,0
4942,:D,0,0,0
4943,:D,0,0,0
4944,:D ,0,0,0
4945,:D,0,0,0
4946,:D ,0,0,0
4947,:D,0,0,0
4948,:D,0,0,0
4949,:D,0,0,0
4950,符合題目要求,1,0,0
4951,可編譯成功 ,0,0,0
4952,排版整齊,1,0,0
4953,括號一致,0,0,0
4954,符合,1,0,0
4955,符合,1,0,0
4956,符合,1,0,0
4957,符合,1,0,0
4958,有註解說明,1,0,0
4959,符合題目要求,1,0,0
4960,可編譯成功,0,0,0
4961,排版整齊,1,0,0
4962,括號一致,0,0,0
4963,符合,1,0,0
4964,符合,1,0,0
4965,符合,1,0,0
4966,符合,1,0,0
4967,有註解說明,1,0,0
4968,符合題目要求,1,0,0
4969,可編譯成功,0,0,0
4970,排版整齊,1,0,0
4971,括號一致,0,0,0
4972,符合,1,0,0
4973,符合,1,0,0
4974,符合,1,0,0
4975,符合,1,0,0
4976,有註解說明,1,0,0
4977,"(還有levelUp()的要求，依照要求輸出，在建構完成後輸出)你只輸出了最後的贏家,可是剛建構的pokemon輸出沒有完成",1,1,0
4978,,0,0,0
4979,,0,0,0
4980,,0,0,0
4981,,0,0,0
4982,,0,0,0
4983,,0,0,0
4984,,0,0,0
4985,沒有註解,1,0,0
4986,輸入少了這個Enter the name of the Gym:輸出要長這樣Name: BlazeType: FireLevel: 8Candy：4Class Name: CharizardPokemon count: 3,1,1,0
4987,pass,0,0,0
4988,pass,0,0,0
4989,pass,0,0,0
4990,pass,0,0,0
4991,pass,0,0,0
4992,pass,0,0,0
4993,pass,0,0,0
4994,pass,0,0,0
4995,Name: BlazeType: FireLevel: 8Candy：Class Name: CharizardPokemon count: 3這個是範例輸出Name:jjType:WaterLevel:2candies:2Psyduck1這個是你的輸出,1,1,0
4996,,0,0,0
4997,,0,0,0
4998,,0,0,0
4999,,0,0,0
5000,,0,0,0
5001,,0,0,0
5002,,0,0,0
5003,,0,0,0
5004,,0,0,0
5005,,0,0,0
5006,,0,0,0
5007,,0,0,0
5008,,0,0,0
5009,,0,0,0
5010,,0,0,0
5011,,0,0,0
5012,,0,0,0
5013,是,0,0,0
5014,是,0,0,0
5015,是,0,0,0
5016,是,0,0,0
5017,是,0,0,0
5018,是,0,0,0
5019,是,0,0,0
5020,是,0,0,0
5021,是,0,0,0
5022,未依照題目印出,1,1,0
5023,well,0,0,0
5024,well,0,0,0
5025,good,0,0,0
5026,good,0,0,0
5027,good,0,0,0
5028,well,0,0,0
5029,well,0,0,0
5030,well,0,0,0
5031,沒看到東西,0,0,0
5032,沒看到東西,0,0,0
5033,沒看到東西,0,0,0
5034,沒看到東西,0,0,0
5035,沒看到東西,0,0,0
5036,沒看到東西,0,0,0
5037,沒看到東西,0,0,0
5038,沒看到東西,0,0,0
5039,沒看到東西,0,0,0
5040,沒有使用package,0,0,0
5041,package未設立，無法執行,1,0,0
5042,good,0,0,0
5043,well,0,0,0
5044,well,0,0,0
5045,good,0,0,0
5046,well,0,0,0
5047,good,0,0,0
5048,well,0,0,0
5049,import fcu.oop 未寫完成,1,0,0
5050,pokemon並沒有import無法執行,1,0,0
5051,well,0,0,0
5052,good,0,0,0
5053,well,0,0,0
5054,well,0,0,0
5055,well,0,0,0
5056,good,0,0,0
5057,沒有註解,1,0,0
5058,是,0,0,0
5059,是,0,0,0
5060,是,0,0,0
5061,是,0,0,0
5062,是,0,0,0
5063,是,0,0,0
5064,是,0,0,0
5065,是,0,0,0
5066,是,0,0,0
5067,符合,1,0,0
5068,成功 ,0,0,0
5069,整齊,1,0,0
5070,一致,0,0,0
5071,符合,1,0,0
5072,符合,1,0,0
5073,符合,1,0,0
5074,符合,1,0,0
5075,無註解,1,0,0
5076,符合,1,0,0
5077,成功,0,0,0
5078,整齊,1,0,0
5079,一致,0,0,0
5080,符合,1,0,0
5081,符合,1,0,0
5082,符合,1,0,0
5083,符合,1,0,0
5084,無註解,1,0,0
5085,糖果的部分因為使用if迴圈，只執行了一次。但題目沒說要執行幾次，應該是可以的。,1,1,1
5086,成功,0,0,0
5087,整齊,1,0,0
5088,一致,0,0,0
5089,符合,1,0,0
5090,符合,1,0,0
5091,符合,1,0,0
5092,符合,1,0,0
5093,無註解,1,0,0
5094,完全沒寫,0,0,0
5095,完全沒寫,0,0,0
5096,完全沒寫,0,0,0
5097,完全沒寫,0,0,0
5098,完全沒寫,0,0,0
5099,完全沒寫,0,0,0
5100,完全沒寫,0,0,0
5101,完全沒寫,0,0,0
5102,完全沒寫,0,0,0
5103,完全沒寫,0,0,0
5104,完全沒寫,0,0,0
5105,完全沒寫,0,0,0
5106,完全沒寫,0,0,0
5107,完全沒寫,0,0,0
5108,完全沒寫,0,0,0
5109,完全沒寫,0,0,0
5110,完全沒寫,0,0,0
5111,完全沒寫,0,0,0
5112,不能跑,0,0,0
5113,不能跑,0,0,0
5114,,0,0,0
5115,,0,0,0
5116,,0,0,0
5117,,0,0,0
5118,,0,0,0
5119,,0,0,0
5120,,0,0,0
5121,,0,0,0
5122,,0,0,0
5123,checkstyle,0,0,0
5124,,0,0,0
5125,,0,0,0
5126,,0,0,0
5127,,0,0,0
5128,,0,0,0
5129,,0,0,0
5130,什麽都沒寫,1,0,0
5131,什麽都沒寫,1,0,0
5132,什麽都沒寫,1,0,0
5133,什麽都沒寫,1,0,0
5134,什麽都沒寫,1,0,0
5135,什麽都沒寫,1,0,0
5136,什麽都沒寫,1,0,0
5137,什麽都沒寫,1,0,0
5138,什麽都沒寫,1,0,0
5139,,0,0,0
5140,,0,0,0
5141,,0,0,0
5142,,0,0,0
5143,,0,0,0
5144,,0,0,0
5145,,0,0,0
5146,,0,0,0
5147,,0,0,0
5148,,0,0,0
5149,,0,0,0
5150,,0,0,0
5151,,0,0,0
5152,,0,0,0
5153,,0,0,0
5154,,0,0,0
5155,,0,0,0
5156,,0,0,0
5157,,0,0,0
5158,,0,0,0
5159,,0,0,0
5160,,0,0,0
5161,,0,0,0
5162,,0,0,0
5163,,0,0,0
5164,,0,0,0
5165,沒有,0,0,0
5166,pass,0,0,0
5167,pass,0,0,0
5168,pass,0,0,0
5169,pass,0,0,0
5170,pass,0,0,0
5171,pass,0,0,0
5172,pass,0,0,0
5173,pass,0,0,0
5174,pass,0,0,0
5175,pass,0,0,0
5176,pass,0,0,0
5177,pass,0,0,0
5178,pass,0,0,0
5179,pass,0,0,0
5180,pass,0,0,0
5181,pass,0,0,0
5182,pass,0,0,0
5183,pass,0,0,0
5184,failed,0,0,0
5185,failed,0,0,0
5186,failed,0,0,0
5187,failed,0,0,0
5188,failed,0,0,0
5189,failed,0,0,0
5190,failed,0,0,0
5191,failed,0,0,0
5192,failed,0,0,0
5193,輸出錯誤,1,1,0
5194,pass,0,0,0
5195,pass,0,0,0
5196,pass,0,0,0
5197,pass,0,0,0
5198,pass,0,0,0
